ID do Frame,Quadril Esquerdo,Joelho Esquerdo,Tornozelo Esquerdo,Ângulo
567,"[0.5375757217407227, 0.5235472917556763]","[0.5455068945884705, 0.7106674909591675]","[0.5556195974349976, 0.8718534111976624]",178.83705875447254
568,"[0.5356348752975464, 0.5236189365386963]","[0.5445889234542847, 0.7105424404144287]","[0.5538117289543152, 0.87187659740448]",179.47069635952587
569,"[0.535498857498169, 0.5236482620239258]","[0.5444108247756958, 0.7104060649871826]","[0.5499390363693237, 0.8720667362213135]",179.2264989053153
570,"[0.5353037118911743, 0.5236632823944092]","[0.5440442562103271, 0.7102309465408325]","[0.5470069646835327, 0.8732243776321411]",178.35904286957916
571,"[0.5352826714515686, 0.523630678653717]","[0.5429431200027466, 0.7088282704353333]","[0.5422828793525696, 0.8726525902748108]",177.40047685924645
572,"[0.5352655053138733, 0.5236592888832092]","[0.540934145450592, 0.7081519961357117]","[0.5380805134773254, 0.8714961409568787]",177.2392503838836
573,"[0.535556972026825, 0.5238266587257385]","[0.5393701195716858, 0.7080121040344238]","[0.5351115465164185, 0.8653024435043335]",177.26310705632488
574,"[0.5356826782226562, 0.523800253868103]","[0.5371531248092651, 0.7045979499816895]","[0.5317881107330322, 0.853775680065155]",177.47432528930082
575,"[0.5358939170837402, 0.5238245725631714]","[0.5357224941253662, 0.7046166062355042]","[0.5299299359321594, 0.8464460372924805]",177.7155680687876
576,"[0.5361579656600952, 0.5238422155380249]","[0.5354128479957581, 0.7031315565109253]","[0.5285246968269348, 0.8455406427383423]",177.4689493317292
577,"[0.5364739894866943, 0.5238150954246521]","[0.5351969003677368, 0.7030088901519775]","[0.5280532240867615, 0.8467946648597717]",177.5640574886142
578,"[0.5371742844581604, 0.5227978825569153]","[0.5356184244155884, 0.6988423466682434]","[0.528457760810852, 0.8461303114891052]",177.72301646778348
579,"[0.5380674600601196, 0.521243691444397]","[0.5359720587730408, 0.6928064227104187]","[0.5281780362129211, 0.8448346257209778]",177.7649432653362
580,"[0.5391084551811218, 0.5194888710975647]","[0.5361031293869019, 0.6887250542640686]","[0.5281432867050171, 0.8445651531219482]",178.09340674258488
581,"[0.540168046951294, 0.5178835988044739]","[0.5362958908081055, 0.6857566237449646]","[0.5280984044075012, 0.8447107672691345]",178.36914140208006
582,"[0.5415184497833252, 0.518034815788269]","[0.5363982915878296, 0.687326967716217]","[0.5280207395553589, 0.8454015254974365]",178.69866135000453
583,"[0.5426222085952759, 0.5173729658126831]","[0.5367266535758972, 0.6867230534553528]","[0.5276015996932983, 0.8457826375961304]",178.710432857158
584,"[0.5436000227928162, 0.5176953077316284]","[0.5369232892990112, 0.6874243021011353]","[0.5275002121925354, 0.8459703326225281]",178.85138265956292
585,"[0.5453735589981079, 0.5180813074111938]","[0.5385091304779053, 0.6881860494613647]","[0.5277532935142517, 0.8457792401313782]",178.40644839637548
586,"[0.5466951131820679, 0.5195877552032471]","[0.5404104590415955, 0.6884863972663879]","[0.5278591513633728, 0.8459089398384094]",177.57241854230003
587,"[0.5483680963516235, 0.5199013352394104]","[0.5421526432037354, 0.6885839104652405]","[0.5279592275619507, 0.8458527326583862]",176.9532864918839
588,"[0.5497857332229614, 0.5210280418395996]","[0.543063223361969, 0.6897924542427063]","[0.5280454158782959, 0.8464452028274536]",176.80506475244943
589,"[0.5506705641746521, 0.5210785269737244]","[0.5435062050819397, 0.6898298263549805]","[0.5281103253364563, 0.846111536026001]",176.80477842087075
590,"[0.5516765117645264, 0.5215937495231628]","[0.5441321730613708, 0.6897658109664917]","[0.5282012224197388, 0.8461345434188843]",176.7513536753671
591,"[0.5520811676979065, 0.5222343802452087]","[0.5444154739379883, 0.6898288130760193]","[0.5284649133682251, 0.8432530760765076]",176.6834969002195
592,"[0.5526283979415894, 0.5229180455207825]","[0.5451391339302063, 0.6900730729103088]","[0.5291396379470825, 0.8422209620475769]",176.5623615181873
593,"[0.5533449649810791, 0.5237696170806885]","[0.545660138130188, 0.6904946565628052]","[0.529496967792511, 0.8424392938613892]",176.56702946648446
594,"[0.5538678765296936, 0.5241397619247437]","[0.5459798574447632, 0.6902212500572205]","[0.5299899578094482, 0.8425036072731018]",176.7250255551605
595,"[0.5541352033615112, 0.5242973566055298]","[0.5463038682937622, 0.6904192566871643]","[0.5304356217384338, 0.8425341248512268]",176.74363138170975
596,"[0.5542144775390625, 0.5242939591407776]","[0.5462862849235535, 0.6905640363693237]","[0.5304186940193176, 0.84320467710495]",176.79514168358833
597,"[0.5540822744369507, 0.5249192714691162]","[0.5460759997367859, 0.6906189322471619]","[0.5304752588272095, 0.8436005711555481]",176.94349323101486
598,"[0.5539488196372986, 0.5254613757133484]","[0.5456576347351074, 0.6913889646530151]","[0.5305079221725464, 0.8448933959007263]",177.2242136138728
599,"[0.5538508296012878, 0.5258845090866089]","[0.5455930233001709, 0.6923961639404297]","[0.5305306315422058, 0.8454485535621643]",177.21857305307583
600,"[0.5538121461868286, 0.5258936285972595]","[0.5453555583953857, 0.6923987865447998]","[0.5305158495903015, 0.8476144671440125]",177.44620325556983
601,"[0.5535509586334229, 0.5258833765983582]","[0.544751763343811, 0.6919269561767578]","[0.5305076837539673, 0.8471834659576416]",177.79150145739825
602,"[0.5531346201896667, 0.5258789658546448]","[0.5443063378334045, 0.6906557083129883]","[0.5300118923187256, 0.8492693305015564]",177.91716592893087
603,"[0.5526176691055298, 0.5259729623794556]","[0.5439757108688354, 0.6902382373809814]","[0.5301125049591064, 0.8512126207351685]",178.08934101620866
604,"[0.5518739819526672, 0.526657223701477]","[0.5429419279098511, 0.6902526617050171]","[0.5299893617630005, 0.852370023727417]",178.55714323572252
605,"[0.5510062575340271, 0.5281214714050293]","[0.5419156551361084, 0.6934617161750793]","[0.5298117399215698, 0.8523396253585815]",178.79042930928375
606,"[0.5504502654075623, 0.529593288898468]","[0.5404417514801025, 0.6951531171798706]","[0.529460608959198, 0.8517381548881531]",179.44794140263528
607,"[0.5499275922775269, 0.5305419564247131]","[0.5395323038101196, 0.695757269859314]","[0.5291471481323242, 0.8494008183479309]",179.73339920991845
608,"[0.5495100617408752, 0.5323290228843689]","[0.5388575792312622, 0.6969808340072632]","[0.5287654995918274, 0.8477993607521057]",179.87344553727863
609,"[0.5488406419754028, 0.5331906080245972]","[0.5377463102340698, 0.6979076266288757]","[0.5281821489334106, 0.8472579121589661]",179.81085606213944
610,"[0.5483076572418213, 0.533964216709137]","[0.5368255972862244, 0.6994026899337769]","[0.527717113494873, 0.8468916416168213]",179.56375184529304
611,"[0.5479527711868286, 0.5344480872154236]","[0.5366874933242798, 0.6999489665031433]","[0.5274866819381714, 0.8461357951164246]",179.70738233017588
612,"[0.5472520589828491, 0.5350046157836914]","[0.5364702939987183, 0.7017204761505127]","[0.5275031328201294, 0.8462483882904053]",179.85008544530547
613,"[0.5470163226127625, 0.5349031090736389]","[0.5364989638328552, 0.7016464471817017]","[0.5274672508239746, 0.8461723923683167]",179.9667190030211
614,"[0.5469934344291687, 0.5348491072654724]","[0.5365995168685913, 0.7014840245246887]","[0.5270591974258423, 0.8466352820396423]",179.8087661858692
615,"[0.5470155477523804, 0.5348501801490784]","[0.5375136137008667, 0.70267653465271]","[0.5274888277053833, 0.8466377854347229]",179.2571139300605
616,"[0.5471504926681519, 0.5349119901657104]","[0.5414287447929382, 0.7035809755325317]","[0.5288101434707642, 0.8470406532287598]",176.91614125300754
617,"[0.5474268198013306, 0.5353030562400818]","[0.5479928851127625, 0.7036184072494507]","[0.530973494052887, 0.8483705520629883]",173.10148192932024
618,"[0.547760546207428, 0.5355871319770813]","[0.55350261926651, 0.7054862976074219]","[0.5350526571273804, 0.849916934967041]",170.78462208956645
619,"[0.5486293435096741, 0.5355468988418579]","[0.5583546161651611, 0.7083366513252258]","[0.5401684641838074, 0.8543199896812439]",169.67742540778946
620,"[0.550552248954773, 0.5333570837974548]","[0.5630539655685425, 0.708669126033783]","[0.549481213092804, 0.8637672662734985]",170.91981748436467
621,"[0.5533055067062378, 0.5316377282142639]","[0.5676286816596985, 0.7129912376403809]","[0.5602476000785828, 0.8738775253295898]",172.85744007698474
622,"[0.5562027096748352, 0.5303768515586853]","[0.571530282497406, 0.7166333794593811]","[0.5722359418869019, 0.8825297951698303]",175.53928258505675
623,"[0.5595111846923828, 0.5297380089759827]","[0.5745996832847595, 0.7206854820251465]","[0.581123948097229, 0.8911478519439697]",177.6737915587013
624,"[0.5625031590461731, 0.5295357704162598]","[0.5780984163284302, 0.7222792506217957]","[0.5899772047996521, 0.894720733165741]",179.31480865073357
625,"[0.5646404027938843, 0.5285128951072693]","[0.5805288553237915, 0.7213418483734131]","[0.5957587361335754, 0.901460587978363]",179.87720802275655
626,"[0.5670286417007446, 0.5267861485481262]","[0.5825594663619995, 0.7205746173858643]","[0.599090576171875, 0.9027404189109802]",179.39682072980725
627,"[0.5703560709953308, 0.5245445370674133]","[0.5853774547576904, 0.7202104330062866]","[0.6010676026344299, 0.9023957252502441]",179.46774180525514
628,"[0.5744647979736328, 0.5243769884109497]","[0.5888004302978516, 0.7198325395584106]","[0.6013618111610413, 0.9010326862335205]",179.77075298066296
629,"[0.5783251523971558, 0.5244506597518921]","[0.5924742817878723, 0.7197026014328003]","[0.601364016532898, 0.9000292420387268]",178.67752837506214
630,"[0.5821869969367981, 0.524807870388031]","[0.5954803228378296, 0.7204616069793701]","[0.6022146344184875, 0.9003078937530518]",178.25754761724394
631,"[0.5857523679733276, 0.5249062776565552]","[0.5977503657341003, 0.7206860780715942]","[0.603103518486023, 0.9006479978561401]",178.19694102219088
632,"[0.5900170207023621, 0.5249778628349304]","[0.6002143621444702, 0.7206732630729675]","[0.6046277284622192, 0.8999876976013184]",178.42702048187903
633,"[0.5944681167602539, 0.5249984264373779]","[0.6022272706031799, 0.7222420573234558]","[0.6061738729476929, 0.8993527889251709]",179.02378964582124
634,"[0.5984189510345459, 0.525093674659729]","[0.6049131155014038, 0.7239516973495483]","[0.6064802408218384, 0.8997710347175598]",178.6402190304314
635,"[0.6021654009819031, 0.5251226425170898]","[0.6060584783554077, 0.723746657371521]","[0.6064416170120239, 0.8978064060211182]",179.00325175001646
636,"[0.6058445572853088, 0.5251480937004089]","[0.6082687377929688, 0.7232464551925659]","[0.6069532036781311, 0.8973999619483948]",178.86609481079492
637,"[0.6103261709213257, 0.5262205600738525]","[0.6115373373031616, 0.7230399250984192]","[0.6086234450340271, 0.895900309085846]",178.68168524415236
638,"[0.6136497855186462, 0.5286950469017029]","[0.6125711798667908, 0.7234440445899963]","[0.6097895503044128, 0.8958365321159363]",179.3929132957251
639,"[0.6159980893135071, 0.5302464962005615]","[0.6136719584465027, 0.7252377271652222]","[0.6093442440032959, 0.8969933390617371]",179.24010013596975
640,"[0.6176674962043762, 0.5308440923690796]","[0.6147968173027039, 0.7250794172286987]","[0.6091724038124084, 0.8970993757247925]",178.97404285055953
641,"[0.6196323037147522, 0.531937301158905]","[0.6152905821800232, 0.7256205081939697]","[0.6092283129692078, 0.8974988460540771]",179.26413740737857
642,"[0.6207380294799805, 0.5319752097129822]","[0.6166695952415466, 0.7251970767974854]","[0.6096052527427673, 0.8972843885421753]",178.8555036338384
643,"[0.6204557418823242, 0.5324888229370117]","[0.6171256303787231, 0.7256178855895996]","[0.6100755333900452, 0.8970988988876343]",178.6335745153736
644,"[0.6202403903007507, 0.5324556827545166]","[0.6168954372406006, 0.7249565124511719]","[0.6104604601860046, 0.8962481021881104]",178.84404787802274
645,"[0.6192940473556519, 0.5328620672225952]","[0.6176843643188477, 0.7248874306678772]","[0.611298680305481, 0.8961590528488159]",178.34505526991666
646,"[0.6185954213142395, 0.533332884311676]","[0.6179558038711548, 0.7248604893684387]","[0.6116572618484497, 0.8952065110206604]",178.07379575431128
647,"[0.6179778575897217, 0.5340477824211121]","[0.6179476976394653, 0.7248436212539673]","[0.6117500066757202, 0.8951734900474548]",177.9251891071902
648,"[0.6162537336349487, 0.5362603664398193]","[0.6175872087478638, 0.7252117395401001]","[0.6116493940353394, 0.8951305150985718]",177.594269010474
649,"[0.6126059293746948, 0.5363979935646057]","[0.6172078251838684, 0.7253727316856384]","[0.6116113066673279, 0.8950867652893066]",176.71630319338888
650,"[0.6083313226699829, 0.5363410711288452]","[0.6161391139030457, 0.7276795506477356]","[0.6115888953208923, 0.895599901676178]",176.11108340649076
651,"[0.6025625467300415, 0.5354245901107788]","[0.6125544905662537, 0.7276039123535156]","[0.6104304790496826, 0.8955405950546265]",176.29909036260173
652,"[0.5972687005996704, 0.5339174866676331]","[0.6081125140190125, 0.7273640036582947]","[0.6093045473098755, 0.8972947001457214]",177.1935057927304
653,"[0.5920348763465881, 0.5316774845123291]","[0.6036825180053711, 0.7274701595306396]","[0.6070957183837891, 0.9004999995231628]",177.7255799228091
654,"[0.5871506929397583, 0.5304053425788879]","[0.5995275378227234, 0.7281835675239563]","[0.606553316116333, 0.9009373188018799]",178.7480306159838
655,"[0.5816717743873596, 0.5274024605751038]","[0.5965110063552856, 0.7281226515769958]","[0.6060478687286377, 0.9049272537231445]",178.85936780705944
656,"[0.5764192342758179, 0.5251942873001099]","[0.5932152271270752, 0.7280833125114441]","[0.6043382883071899, 0.9047030210494995]",178.87119308786862
657,"[0.5710942149162292, 0.5247001647949219]","[0.5889953970909119, 0.7272182106971741]","[0.6025727987289429, 0.904633104801178]",179.32484578011977
658,"[0.5663210153579712, 0.5236358642578125]","[0.5841866731643677, 0.7246067523956299]","[0.599504292011261, 0.9044926166534424]",179.7870477983769
659,"[0.5607796907424927, 0.5231052041053772]","[0.5817741751670837, 0.7245774865150452]","[0.5939515829086304, 0.9042850136756897]",177.92751743132314
660,"[0.5561783313751221, 0.52201247215271]","[0.5779489278793335, 0.7225784063339233]","[0.5884836912155151, 0.9041559100151062]",177.12550010717308
661,"[0.5519064664840698, 0.5217331051826477]","[0.5759245157241821, 0.7226085066795349]","[0.5832498073577881, 0.9057198166847229]",175.47256254579747
662,"[0.5484338402748108, 0.5217631459236145]","[0.5734702348709106, 0.722621500492096]","[0.5796619653701782, 0.9055412411689758]",174.8335875925418
663,"[0.5450527667999268, 0.5218462347984314]","[0.5719829797744751, 0.722761869430542]","[0.5769599676132202, 0.9066759943962097]",173.9158539278729
664,"[0.541851818561554, 0.5218520760536194]","[0.5691801905632019, 0.7202177047729492]","[0.5746504664421082, 0.9065409302711487]",173.83753932405654
665,"[0.538158655166626, 0.5218679308891296]","[0.5669745206832886, 0.7202057838439941]","[0.5741463899612427, 0.9074432253837585]",173.92708383868975
666,"[0.5361919403076172, 0.5221580266952515]","[0.5655656456947327, 0.7204009294509888]","[0.5735726356506348, 0.9074831604957581]",174.02251446978647
667,"[0.5343657732009888, 0.5232982039451599]","[0.5651196241378784, 0.7207382917404175]","[0.5740327835083008, 0.9082612991333008]",173.8678622408777
668,"[0.5331324338912964, 0.5251121520996094]","[0.5642297267913818, 0.7206135392189026]","[0.5729302167892456, 0.9079431891441345]",173.62118433107594
669,"[0.5309484601020813, 0.5259358882904053]","[0.563748836517334, 0.720507025718689]","[0.57260662317276, 0.9078811407089233]",173.13771364638424
670,"[0.5293196439743042, 0.5260884761810303]","[0.5618454217910767, 0.719145655632019]","[0.572509229183197, 0.9078431129455566]",173.67126254611264
671,"[0.5265896916389465, 0.5261428952217102]","[0.5605897903442383, 0.7191815972328186]","[0.5722144246101379, 0.9088349938392639]",173.51839601217452
672,"[0.5250140428543091, 0.526640772819519]","[0.5598017573356628, 0.7202848792076111]","[0.5717162489891052, 0.9111855626106262]",173.38689180584305
673,"[0.5238080620765686, 0.5283629298210144]","[0.558840811252594, 0.7213468551635742]","[0.5710639953613281, 0.911138653755188]",173.3959670309424
674,"[0.5220730304718018, 0.5295342206954956]","[0.5581875443458557, 0.7215795516967773]","[0.5710110664367676, 0.9110472798347473]",173.22177109996332
675,"[0.5204300284385681, 0.5317052006721497]","[0.5579075813293457, 0.7216057777404785]","[0.5704334378242493, 0.9109480381011963]",172.62080286550184
676,"[0.5187792778015137, 0.5339286923408508]","[0.5567842125892639, 0.7221047878265381]","[0.5706307888031006, 0.9113158583641052]",172.76734478996744
677,"[0.5176504254341125, 0.5342913866043091]","[0.5553170442581177, 0.7219282984733582]","[0.5707717537879944, 0.9120716452598572]",173.29593574055525
678,"[0.5160716772079468, 0.5342690944671631]","[0.5540140867233276, 0.7217977643013]","[0.5707437992095947, 0.9126229882240295]",173.5721689266988
679,"[0.5147323608398438, 0.5352078676223755]","[0.5535372495651245, 0.7230805158615112]","[0.5707255601882935, 0.9125781655311584]",173.51254239173383
680,"[0.5139254331588745, 0.5359433889389038]","[0.552496075630188, 0.7233830094337463]","[0.5707480311393738, 0.9125452637672424]",173.88350677312698
681,"[0.5135725736618042, 0.5364993214607239]","[0.5517112016677856, 0.7235183119773865]","[0.5707456469535828, 0.9123430848121643]",174.23001076946534
682,"[0.5131690502166748, 0.5368877649307251]","[0.5509095191955566, 0.7234998941421509]","[0.5707913637161255, 0.9120371341705322]",174.586476923498
683,"[0.5131177306175232, 0.5372092723846436]","[0.5500978827476501, 0.7224571108818054]","[0.5708233118057251, 0.9096663594245911]",175.02804877211565
684,"[0.5128273367881775, 0.5373724102973938]","[0.5496363639831543, 0.7212140560150146]","[0.5708350539207458, 0.9089959263801575]",175.1187222245938
685,"[0.5125389695167542, 0.537673830986023]","[0.5491697192192078, 0.720970094203949]","[0.5707610249519348, 0.9089718461036682]",175.25013958672247
686,"[0.5121296644210815, 0.5376462340354919]","[0.5492044687271118, 0.7209756374359131]","[0.570769190788269, 0.9091006517410278]",175.10649352185777
687,"[0.5120075345039368, 0.5375908613204956]","[0.5488952398300171, 0.7209641337394714]","[0.5707663297653198, 0.9092320799827576]",175.2524229734575
688,"[0.5120589733123779, 0.5375688076019287]","[0.5489869713783264, 0.7211860418319702]","[0.5703456997871399, 0.909145712852478]",175.11168346485996
689,"[0.512024998664856, 0.5372945070266724]","[0.5486703515052795, 0.7200101017951965]","[0.5701180100440979, 0.9084829688072205]",175.15140894576675
690,"[0.5118211507797241, 0.5372512936592102]","[0.5481947660446167, 0.7181052565574646]","[0.5702383518218994, 0.9080973863601685]",175.2463731769076
691,"[0.5114688873291016, 0.5377918481826782]","[0.5480840802192688, 0.7181782126426697]","[0.5705641508102417, 0.9080756902694702]",175.27713165576813
692,"[0.5114784836769104, 0.5381041169166565]","[0.5480009913444519, 0.7182209491729736]","[0.570867657661438, 0.9090815186500549]",175.36941887367553
693,"[0.5115326642990112, 0.538180947303772]","[0.547756552696228, 0.7182368040084839]","[0.570939838886261, 0.9091199040412903]",175.54981352419824
694,"[0.5115618705749512, 0.5381802916526794]","[0.5477196574211121, 0.718812882900238]","[0.5709756016731262, 0.9092391729354858]",175.64333891120418
695,"[0.5115028619766235, 0.5382339954376221]","[0.5476991534233093, 0.7195611000061035]","[0.5710054636001587, 0.9092429280281067]",175.7159259551847
696,"[0.5115231275558472, 0.538263738155365]","[0.5477224588394165, 0.7197400331497192]","[0.5710114240646362, 0.90924471616745]",175.72536221828184
697,"[0.5115331411361694, 0.5383478999137878]","[0.5477365851402283, 0.7197194695472717]","[0.5710262060165405, 0.9092226028442383]",175.71801833144363
698,"[0.5115494728088379, 0.5386071801185608]","[0.5477644205093384, 0.7196787595748901]","[0.5710240602493286, 0.9088946580886841]",175.697884374567
699,"[0.5113133192062378, 0.539000391960144]","[0.5478262305259705, 0.7200890183448792]","[0.5710278749465942, 0.9086464643478394]",175.61516972200883
700,"[0.5109965205192566, 0.5390607118606567]","[0.5478412508964539, 0.7200464606285095]","[0.5710704326629639, 0.9083691239356995]",175.52486861137277
701,"[0.5109950304031372, 0.5388879776000977]","[0.5478453040122986, 0.7200518250465393]","[0.5710744261741638, 0.9084410071372986]",175.5317201674642
702,"[0.5111040472984314, 0.5385919809341431]","[0.5479131937026978, 0.7207599878311157]","[0.5710756778717041, 0.9084950685501099]",175.6100644413434
703,"[0.5114836096763611, 0.5371537208557129]","[0.5478852391242981, 0.7201972007751465]","[0.5710786581039429, 0.9085099697113037]",175.77383947281726
704,"[0.5119583010673523, 0.5361007452011108]","[0.547961413860321, 0.7196121215820312]","[0.5710874199867249, 0.9086332321166992]",175.87536956725643
705,"[0.5122610330581665, 0.5355381369590759]","[0.5484415888786316, 0.719588041305542]","[0.5710901618003845, 0.9087287187576294]",175.70694494650624
706,"[0.5126047134399414, 0.535563051700592]","[0.5489628911018372, 0.719592809677124]","[0.5711036920547485, 0.9088216423988342]",175.49775131461809
707,"[0.512832760810852, 0.5361120700836182]","[0.549435019493103, 0.7202944159507751]","[0.5711032152175903, 0.9088712334632874]",175.31489826800933
708,"[0.512661337852478, 0.5369638204574585]","[0.5495631098747253, 0.7204477787017822]","[0.5710932016372681, 0.9089384078979492]",175.14482703782193
709,"[0.5125042200088501, 0.5372403264045715]","[0.5497452020645142, 0.7204339504241943]","[0.570997416973114, 0.9089570045471191]",174.94086786084785
710,"[0.5123834609985352, 0.5378064513206482]","[0.5501275658607483, 0.7204753160476685]","[0.5709546804428101, 0.9089654684066772]",174.6307942416093
711,"[0.5123409032821655, 0.5381016135215759]","[0.5509222745895386, 0.7201252579689026]","[0.5708234906196594, 0.9089833498001099]",174.0482475929998
712,"[0.5123113989830017, 0.5383135676383972]","[0.5511909127235413, 0.7191648483276367]","[0.5707547664642334, 0.9089900255203247]",173.75145308503832
713,"[0.5123685598373413, 0.5385088324546814]","[0.5516427755355835, 0.7181559801101685]","[0.5707100629806519, 0.9089927077293396]",173.3738177732949
714,"[0.5124014616012573, 0.5387877821922302]","[0.5521848201751709, 0.7173185348510742]","[0.5706052184104919, 0.908630907535553]",172.93733563120873
715,"[0.5124911069869995, 0.5388224124908447]","[0.5530969500541687, 0.7170829176902771]","[0.5705438852310181, 0.9083069562911987]",172.3807208814621
716,"[0.5125206112861633, 0.5389001369476318]","[0.5536268353462219, 0.7169498205184937]","[0.5704948306083679, 0.9077343344688416]",172.05253703615676
717,"[0.5125311017036438, 0.539017379283905]","[0.5539432168006897, 0.7167535424232483]","[0.5704761743545532, 0.9074644446372986]",171.83886996937161
718,"[0.5125787854194641, 0.5391175150871277]","[0.5540428757667542, 0.7166568040847778]","[0.570473849773407, 0.9073019027709961]",171.78020169514926
719,"[0.5127418637275696, 0.5392287373542786]","[0.5542302131652832, 0.7167114019393921]","[0.5704783797264099, 0.907227635383606]",171.71746696758746
720,"[0.5128594636917114, 0.5392698645591736]","[0.5544384717941284, 0.7169872522354126]","[0.5704945921897888, 0.9072002172470093]",171.6568273559797
721,"[0.5129123330116272, 0.539239764213562]","[0.554629385471344, 0.7170448899269104]","[0.5704939961433411, 0.9070715308189392]",171.56829943376914
722,"[0.5129469633102417, 0.539125919342041]","[0.5546447038650513, 0.717050313949585]","[0.5704903602600098, 0.9069236516952515]",171.58089111050765
723,"[0.5129643678665161, 0.5391390323638916]","[0.5546659231185913, 0.7171092629432678]","[0.5704895257949829, 0.9068312048912048]",171.58018027124862
724,"[0.5130374431610107, 0.5391532778739929]","[0.5546892881393433, 0.7173638939857483]","[0.5704896450042725, 0.9067775011062622]",171.61324382257413
725,"[0.5130661725997925, 0.5392102003097534]","[0.5547186136245728, 0.7175957560539246]","[0.57048499584198, 0.9066810011863708]",171.6235341593759
726,"[0.5130846500396729, 0.5392944812774658]","[0.5547159910202026, 0.7180224061012268]","[0.570485532283783, 0.9065350890159607]",171.66961828564584
727,"[0.5892832279205322, 0.7111356854438782]","[0.5985220670700073, 0.8363643884658813]","[0.5813273191452026, 0.9814920425415039]",169.02369219576838
728,"[0.6011345386505127, 0.7897270321846008]","[0.6147689819335938, 0.9827513694763184]","[0.5935426950454712, 1.0870037078857422]",164.4511777066571
729,"[0.6056166887283325, 0.8323319554328918]","[0.6100346446037292, 1.0906803607940674]","[0.605117678642273, 1.3065049648284912]",177.71519380572556
730,"[0.6103495955467224, 0.8489270806312561]","[0.6148533821105957, 1.1148357391357422]","[0.6107796430587769, 1.3227322101593018]",177.90708516275254
731,"[0.6113622784614563, 0.8537918329238892]","[0.6134110689163208, 1.1244903802871704]","[0.6108034253120422, 1.3352930545806885]",178.85764678115453
732,"[0.6112629175186157, 0.8568087816238403]","[0.6122995615005493, 1.1328366994857788]","[0.6113376021385193, 1.3476941585540771]",179.5282994953193
733,"[0.611815869808197, 0.8619483709335327]","[0.611487627029419, 1.1416585445404053]","[0.6085070967674255, 1.3596042394638062]",179.28373391000704
734,"[0.6125445365905762, 0.8641344904899597]","[0.6160479784011841, 1.1423481702804565]","[0.6112746000289917, 1.3717617988586426]",178.08656005586906
735,"[0.6124645471572876, 0.8628093004226685]","[0.6154846549034119, 1.142403483390808]","[0.6108618378639221, 1.3691413402557373]",178.2131229564
736,"[0.6126142740249634, 0.862150251865387]","[0.6156359910964966, 1.1424458026885986]","[0.6108424663543701, 1.3711800575256348]",178.18179151057805
737,"[0.6127591133117676, 0.8623965978622437]","[0.6148439049720764, 1.1414470672607422]","[0.6099193096160889, 1.3717684745788574]",178.3470723957922
738,"[0.61341392993927, 0.8655970096588135]","[0.6153713464736938, 1.1448915004730225]","[0.6100267767906189, 1.3755724430084229]",178.27122365560325
739,"[0.6129144430160522, 0.8611363172531128]","[0.6160892844200134, 1.14004385471344]","[0.6115096807479858, 1.3710345029830933]",178.21202959945177
740,"[0.6130786538124084, 0.8590328693389893]","[0.616280734539032, 1.136844515800476]","[0.6119351387023926, 1.3688480854034424]",178.26656700059658
741,"[0.6130368709564209, 0.8590039014816284]","[0.6173361539840698, 1.1359808444976807]","[0.6133400201797485, 1.3667988777160645]",178.11885854907948
742,"[0.6128535270690918, 0.8593683838844299]","[0.6172456741333008, 1.1383850574493408]","[0.6133374571800232, 1.3696043491363525]",178.12979387409197
743,"[0.6130989193916321, 0.861889660358429]","[0.6185247898101807, 1.141178011894226]","[0.6146575808525085, 1.3734970092773438]",177.9333629698224
744,"[0.6130470037460327, 0.8616839647293091]","[0.6186796426773071, 1.1396387815475464]","[0.6152946949005127, 1.3717126846313477]",178.0034470187167
745,"[0.6131958365440369, 0.8617059588432312]","[0.6191959977149963, 1.1400905847549438]","[0.616762638092041, 1.3726112842559814]",178.16568101504586
746,"[0.6132103204727173, 0.8600281476974487]","[0.6188210248947144, 1.137831449508667]","[0.6163852214813232, 1.3694885969161987]",178.24054753235663
747,"[0.6131747961044312, 0.8591998815536499]","[0.6187564730644226, 1.137405276298523]","[0.6161937713623047, 1.3698420524597168]",178.21893866954284
748,"[0.6131695508956909, 0.8610199689865112]","[0.6187690496444702, 1.140260934829712]","[0.6161093711853027, 1.3727542161941528]",178.19580226854404
749,"[0.6130611896514893, 0.8617470860481262]","[0.6186399459838867, 1.1408737897872925]","[0.6159372329711914, 1.3731460571289062]",178.18835044677684
750,"[0.6129562258720398, 0.8620333075523376]","[0.6185948252677917, 1.140890121459961]","[0.6150027513504028, 1.3727015256881714]",177.9538479833068
751,"[0.6128791570663452, 0.8622692823410034]","[0.6185044050216675, 1.14120614528656]","[0.6145684719085693, 1.3732953071594238]",177.87311790313436
752,"[0.6128268241882324, 0.8622452616691589]","[0.618424117565155, 1.1413726806640625]","[0.614534318447113, 1.3738658428192139]",177.89269628709408
753,"[0.612798273563385, 0.8624191880226135]","[0.6183649301528931, 1.1422513723373413]","[0.6143496036529541, 1.3758373260498047]",177.87556107312204
754,"[0.6125329732894897, 0.8629605770111084]","[0.6178961992263794, 1.1452457904815674]","[0.6137272119522095, 1.3782705068588257]",177.88659513943554
755,"[0.6122950315475464, 0.8634025454521179]","[0.6173642873764038, 1.146114468574524]","[0.6132259964942932, 1.3779428005218506]",177.95009053264178
756,"[0.6121580004692078, 0.863620936870575]","[0.616776704788208, 1.1465528011322021]","[0.6127600073814392, 1.378111720085144]",178.07098971063354
